菜花,,2.6元/公斤,2022-05-21,
大白菜,,2.7元/公斤,2022-05-21,
小白菜,,1.6元/公斤,2022-05-21,
生菜,,3.1元/公斤,2022-05-21,
菠菜,,7.0元/公斤,2022-05-21,
香菜,,8.8元/公斤,2022-05-21,
空心菜,,5.0元/公斤,2022-05-21,
折耳根(鱼腥草),,7.6元/公斤,2022-05-21,
韭菜,,4.6元/公斤,2022-05-21,
蒜苗,,3.6元/公斤,2022-05-21,
胡萝卜,,5.6元/公斤,2022-05-21,
土豆,,3.0元/公斤,2022-05-21,
芋头,,6.2元/公斤,2022-05-21,
葱头,,3.4元/公斤,2022-05-21,
大葱,,3.4元/公斤,2022-05-21,
生姜,,4.8元/公斤,2022-05-21,
大蒜,,5.0元/公斤,2022-05-21,
芹菜,,5.3元/公斤,2022-05-21,
莴笋,,3.8元/公斤,2022-05-21,
莲藕,,10.4元/公斤,2022-05-21,
